Data,Timestamp,Temperatura,Umidade,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,Horas de Trabalho,Falha
2016-01-10 02:00:00,1452391200,68,83,580,0,1,616,241,947,1213,1318,871,1478,1004,1236,166,1395,822,70,No
2016-01-10 03:00:00,1452394800,67,79,1762,2,1,1211,425,1081,1896,1159,1993,674,1832,1178,331,596,1352,71,No
2016-01-10 04:00:00,1452398400,66,80,1478,3,0,1367,840,1314,659,561,167,1263,545,1460,381,1073,1354,72,No
2016-01-10 05:00:00,1452402000,68,85,1878,1,2,822,218,1574,1195,1056,1566,1733,965,966,460,1499,961,73,No
2016-01-10 06:00:00,1452405600,62,81,1642,0,1,241,1574,992,722,1937,184,1981,418,903,1178,1194,1983,74,No
2016-01-10 07:00:00,1452409200,63,77,990,3,0,571,1238,1480,957,318,965,1888,1290,1418,1560,923,913,75,No
2016-01-10 08:00:00,1452412800,60,78,451,2,1,1052,1113,1585,953,1317,512,252,1418,915,1289,561,1026,76,No
2016-01-10 09:00:00,1452416400,67,81,630,0,0,427,1121,1369,1515,1042,791,1021,1383,1100,686,1445,1850,77,No
2016-01-10 10:00:00,1452420000,62,83,1623,1,1,1525,1712,1083,1517,602,1388,1893,1628,1755,892,816,1238,78,No
2016-01-10 11:00:00,1452423600,60,82,1404,0,2,2004,1335,593,1311,258,474,263,1440,1892,347,621,189,79,No
2016-01-10 12:00:00,1452427200,60,76,1480,2,1,1183,307,634,1334,339,1190,1312,553,1713,230,326,532,80,No
2016-01-10 13:00:00,1452430800,60,83,990,2,2,833,277,338,1629,1287,758,914,1527,790,262,460,1321,81,No
2016-01-10 14:00:00,1452434400,66,80,1498,0,0,585,1985,1937,599,1469,1167,462,1721,164,1759,1493,1397,82,No
2016-01-10 15:00:00,1452438000,65,77,1766,2,1,334,1523,804,1210,582,1440,158,881,1966,306,1322,1105,83,No
2016-01-10 16:00:00,1452441600,63,82,246,0,1,1313,386,422,506,1529,1602,827,155,1612,428,1326,803,84,No
2016-01-10 17:00:00,1452445200,62,85,1570,2,1,1865,1200,953,1028,1483,1109,774,266,1396,1066,200,295,85,No
2016-01-10 18:00:00,1452448800,60,84,599,0,0,177,229,199,1204,1640,308,1659,927,1970,1572,1653,1394,86,No
2016-01-10 19:00:00,1452452400,65,82,891,2,0,1545,235,676,1433,460,1378,1576,243,1599,805,1455,1658,87,No
2016-01-10 20:00:00,1452456000,61,80,1680,2,0,541,963,445,1673,1032,1076,1285,1910,553,306,633,1255,88,No
2016-01-10 21:00:00,1452459600,60,77,1134,1,1,1146,1309,1839,1101,1757,1402,284,1311,1334,1880,1968,1560,89,No
2016-01-10 22:00:00,1452463200,61,78,2002,1,2,1724,1105,1212,413,1316,586,766,635,622,861,1617,451,90,No
2016-01-10 23:00:00,1452466800,63,79,722,3,0,1585,409,849,628,707,252,975,1105,160,1772,1767,898,91,No
2016-01-11 00:00:00,1452470400,64,80,720,0,0,1098,877,1585,366,460,1335,1702,1118,1247,194,1952,988,92,No
2016-01-11 01:00:00,1452474000,62,82,185,1,2,1050,1177,663,1043,180,1638,616,250,1118,1430,1380,356,93,No
2016-01-11 02:00:00,1452477600,61,78,1629,0,2,853,908,1759,1529,1715,1235,976,536,1125,1443,401,1421,94,No
2016-01-11 03:00:00,1452481200,67,81,1612,2,1,1991,273,1543,1438,1414,930,446,186,1361,611,1100,966,95,No
2016-01-11 04:00:00,1452484800,66,83,452,3,1,861,1374,1147,1057,1975,1123,312,600,1281,574,1925,534,96,No
2016-01-11 05:00:00,1452488400,61,80,1539,3,0,659,1748,1748,1661,823,1345,1547,777,682,246,594,206,97,No
2016-01-11 06:00:00,1452492000,61,81,1638,2,0,1861,1782,1195,1753,1998,808,1385,427,1545,167,1134,1211,98,No
2016-01-11 07:00:00,1452495600,60,80,1877,2,2,234,520,1363,1721,709,686,1316,157,571,870,1208,1759,99,No
2016-01-11 08:00:00,1452499200,62,75,962,3,1,563,1588,1067,165,1494,1848,728,1767,1624,1002,432,1154,100,No
2016-01-11 09:00:00,1452502800,62,85,1064,0,1,565,985,998,494,1884,1824,1692,623,1270,860,686,1737,101,No
2016-01-11 10:00:00,1452506400,61,78,1234,2,2,625,225,383,956,796,225,1590,662,921,1993,1571,965,102,No
2016-01-11 11:00:00,1452510000,65,84,697,3,0,1509,744,407,1003,505,751,1711,1923,719,751,717,744,103,No
2016-01-11 12:00:00,1452513600,66,77,1502,2,0,684,789,508,1986,1173,584,636,380,479,1663,1909,1033,104,No
2016-01-11 13:00:00,1452517200,62,83,701,0,0,1110,1809,334,1425,645,1494,823,376,1006,667,1530,1785,105,No
2016-01-11 14:00:00,1452520800,60,84,1006,0,2,1829,1622,744,615,1810,934,1609,805,660,1730,1412,1722,106,No
2016-01-11 15:00:00,1452524400,64,84,1394,3,2,1183,511,554,234,1603,1176,1475,565,599,887,1576,904,107,No
2016-01-11 16:00:00,1452528000,67,81,164,2,2,1576,1359,680,783,1989,967,1668,1871,754,1364,1152,698,108,No
2016-01-11 17:00:00,1452531600,66,80,503,2,2,1139,1556,178,1689,240,1046,1353,1748,857,1326,767,517,109,No
2016-01-11 18:00:00,1452535200,66,85,1325,0,2,911,1749,711,549,1743,1283,220,347,1954,1859,168,1631,110,No
2016-01-11 19:00:00,1452538800,63,82,1207,1,2,1844,1787,1161,1772,801,460,1699,1341,1017,1487,248,1072,111,No
2016-01-11 20:00:00,1452542400,62,82,1377,0,0,1090,1766,1105,614,828,1516,618,619,1928,1102,1406,1143,112,No
2016-01-11 21:00:00,1452546000,68,75,1313,1,2,416,1399,1782,843,1540,1715,783,644,1458,1407,1678,451,113,No
2016-01-11 22:00:00,1452549600,64,81,1325,2,2,1884,1457,1923,1135,644,576,1677,1258,674,1000,1535,846,114,No
2016-01-11 23:00:00,1452553200,64,82,1401,2,1,1817,189,1001,478,1326,1393,1267,422,803,647,783,1540,115,No
2016-01-12 00:00:00,1452556800,67,85,196,0,0,1415,1440,815,1617,349,643,293,732,1684,392,1837,1784,116,No
2016-01-12 01:00:00,1452560400,65,76,1999,1,0,1904,1174,1696,276,1109,1601,1047,721,168,741,584,1718,117,No
2016-01-12 02:00:00,1452564000,64,80,515,2,0,1000,494,1916,836,1918,1958,1486,395,1478,1050,1170,593,118,No
2016-01-12 03:00:00,1452567600,66,79,1993,3,2,1456,363,1854,1449,1600,706,1124,330,1416,315,159,1284,119,No
2016-01-12 04:00:00,1452571200,66,85,972,2,1,1044,241,218,298,367,502,1563,1916,1447,551,688,806,120,No
2016-01-12 05:00:00,1452574800,64,77,907,0,1,611,1504,1545,1232,1402,1137,551,214,1596,1025,1830,641,121,No
2016-01-12 06:00:00,1452578400,68,79,1881,1,1,741,1851,274,1237,554,1473,1824,1804,268,1331,1766,620,122,No
2016-01-12 07:00:00,1452582000,66,77,702,3,1,715,991,1180,1600,1758,1966,1433,1093,324,1559,857,1936,123,No
2016-01-12 08:00:00,1452585600,67,83,1911,0,0,724,964,1918,1041,223,1224,1610,595,1204,466,354,224,124,No
2016-01-12 09:00:00,1452589200,65,83,1429,3,1,1400,1846,870,1826,948,1223,1675,1616,1298,745,933,744,125,No
2016-01-12 10:00:00,1452592800,62,80,1516,0,2,311,707,990,855,1095,1790,1742,326,698,1928,1269,1732,126,No
2016-01-12 11:00:00,1452596400,68,82,629,1,0,1833,1527,355,1104,849,175,1064,1403,1754,1005,1277,484,127,No
2016-01-12 12:00:00,1452600000,61,85,1000,1,2,1422,1568,1731,1981,1422,1674,1207,920,1416,1610,795,1743,128,No
2016-01-12 13:00:00,1452603600,63,84,1206,2,0,1179,1239,1391,977,1227,869,1658,1647,1698,1113,1071,1071,129,No
2016-01-12 14:00:00,1452607200,61,77,1316,0,0,1422,1995,1715,1956,378,1126,280,1251,1445,398,190,1723,130,No
2016-01-12 15:00:00,1452610800,60,81,222,1,0,907,372,1713,996,167,1922,737,594,1328,1954,367,1945,131,No
2016-01-12 16:00:00,1452614400,64,79,1204,0,1,1924,781,1576,266,555,823,1066,823,940,1684,362,1235,132,No
2016-01-12 17:00:00,1452618000,66,75,388,3,2,1928,428,729,1235,167,1190,577,1843,1644,1293,1301,746,133,No
2016-01-12 18:00:00,1452621600,65,84,1242,2,0,1757,962,793,509,657,768,478,1601,1363,687,1637,1911,134,No
2016-01-12 19:00:00,1452625200,61,82,1413,2,2,477,1161,1638,1208,600,1176,1570,1357,857,624,1932,1678,135,No
2016-01-12 20:00:00,1452628800,64,82,956,2,0,852,952,1843,545,1526,1592,1756,1966,1965,1286,1022,1069,136,No
2016-01-12 21:00:00,1452632400,67,81,1529,2,1,949,1526,748,1972,998,181,1667,1398,1897,1914,1121,1010,137,No
2016-01-12 22:00:00,1452636000,66,78,1710,1,2,1468,198,1303,1279,1674,1656,1339,1563,1768,1665,1089,1840,138,No
2016-01-12 23:00:00,1452639600,63,76,1441,3,2,1321,729,848,914,705,1695,902,1030,709,890,356,1598,139,No
2016-01-13 00:00:00,1452643200,66,84,1570,1,0,176,1931,644,565,832,1765,1940,563,641,1979,248,1073,140,No
2016-01-13 01:00:00,1452646800,67,80,374,0,1,1526,1819,1386,1496,299,1943,1237,1020,1954,1288,1635,772,141,No
2016-01-13 02:00:00,1452650400,65,78,407,2,2,1502,955,1856,1593,1995,1387,401,598,1736,1239,172,588,142,No
2016-01-13 03:00:00,1452654000,68,80,1851,2,0,753,1257,436,874,1197,717,1994,857,362,995,1330,407,143,No
2016-01-13 04:00:00,1452657600,66,79,837,2,0,760,1555,1602,1608,337,1260,187,757,402,1739,489,1772,144,No
2016-01-13 05:00:00,1452661200,67,75,260,1,2,284,1156,1229,589,899,210,574,692,1435,1046,353,514,145,No
2016-01-13 06:00:00,1452664800,68,81,1078,2,1,792,281,1594,1243,1321,549,201,635,1802,1354,440,1189,146,No
2016-01-13 07:00:00,1452668400,68,79,1948,2,2,1580,546,279,1834,1323,1815,897,1818,1527,670,903,1492,147,No
2016-01-13 08:00:00,1452672000,67,77,1405,2,2,881,1974,1662,1784,986,764,551,1244,1272,574,569,951,148,No
2016-01-13 09:00:00,1452675600,62,82,239,1,2,1255,1052,194,1392,282,1338,247,663,162,842,283,309,149,No
2016-01-13 10:00:00,1452679200,64,85,716,3,0,1236,1736,371,492,389,1519,255,735,1700,931,919,1474,150,No
2016-01-13 11:00:00,1452682800,63,79,323,0,0,1661,170,1713,629,617,1543,1047,1413,1751,1425,1954,1088,151,No
2016-01-13 12:00:00,1452686400,60,76,777,3,2,1938,1373,1985,213,1770,1292,1169,1418,1437,685,953,501,152,No
2016-01-13 13:00:00,1452690000,63,82,1028,1,1,1755,325,1536,625,216,1571,998,1019,306,322,1837,1877,153,No
2016-01-13 14:00:00,1452693600,64,79,483,1,1,1767,1551,1141,838,433,1252,1147,333,699,466,710,550,154,No
2016-01-13 15:00:00,1452697200,68,83,1666,0,2,1304,1920,265,1380,899,1237,873,480,795,412,273,1733,155,No
2016-01-13 16:00:00,1452700800,65,80,158,0,0,804,421,373,1264,256,290,1398,1180,1712,1417,1983,1490,156,No
2016-01-13 17:00:00,1452704400,63,81,1868,3,1,1445,1830,1623,930,1271,370,1256,1553,646,1875,855,1947,157,No
2016-01-13 18:00:00,1452708000,64,77,774,2,1,1450,888,1415,1678,562,1066,348,1717,556,1544,354,269,158,No
2016-01-13 19:00:00,1452711600,64,77,1070,2,1,610,1536,1129,1245,906,1591,275,1924,682,854,1374,987,159,No
2016-01-13 20:00:00,1452715200,63,83,1926,0,0,1411,1009,1229,1854,1995,365,1666,1271,1205,206,1354,1475,160,No
2016-01-13 21:00:00,1452718800,62,84,255,1,0,1458,346,1033,1458,922,1085,291,655,1072,1706,1099,1385,161,No
2016-01-13 22:00:00,1452722400,65,82,1949,3,1,764,635,1222,180,1291,1209,1334,1378,556,983,759,595,162,No
2016-01-13 23:00:00,1452726000,66,75,1827,2,1,159,1756,833,705,1278,1771,1546,1548,1462,2003,1739,1014,163,No
2016-01-14 00:00:00,1452729600,65,85,664,2,0,1198,755,669,1337,1660,323,1045,684,1818,1674,512,1381,164,No
2016-01-14 01:00:00,1452733200,62,85,1194,1,1,852,1365,840,1778,1506,1089,158,1048,965,1408,1188,1171,165,No
2016-01-14 02:00:00,1452736800,64,82,925,2,1,618,1503,400,356,1677,266,516,1665,177,782,1250,168,166,No
2016-01-14 03:00:00,1452740400,68,80,1774,0,1,1009,549,1643,435,171,1377,1367,936,432,435,1869,1618,167,No
2016-01-14 04:00:00,1452744000,68,82,545,0,1,507,1974,390,310,1061,410,438,1185,1086,466,1517,1637,168,No
2016-01-14 05:00:00,1452747600,66,78,1955,3,2,1469,679,684,582,799,1403,1974,555,1320,568,161,335,169,No
2016-01-14 06:00:00,1452751200,68,82,1023,3,0,411,602,1873,1839,2004,1146,712,1890,301,605,502,1569,170,No
2016-01-14 07:00:00,1452754800,64,77,1094,2,2,965,402,1158,1580,668,816,158,566,1128,918,1237,1854,171,No
2016-01-14 08:00:00,1452758400,68,79,624,3,1,1645,1989,819,2009,1544,1864,265,406,1090,946,375,1839,172,No
2016-01-14 09:00:00,1452762000,67,76,1615,2,2,845,1660,697,472,1923,1409,1580,1967,571,343,1477,708,173,No
2016-01-14 10:00:00,1452765600,62,77,1497,2,2,1578,298,1474,593,413,1412,341,1903,834,1975,1993,1546,174,No
2016-01-14 11:00:00,1452769200,60,84,397,3,0,282,1120,930,241,159,1183,416,278,171,1539,1547,1728,175,No
2016-01-14 12:00:00,1452772800,64,82,1551,2,0,629,561,1787,709,726,1214,1644,1864,248,1303,165,641,176,No
2016-01-14 13:00:00,1452776400,63,76,1766,3,1,1033,1477,1205,264,1164,876,1832,893,1381,1478,985,1299,177,No
2016-01-14 14:00:00,1452780000,66,77,879,3,2,1766,1603,835,1144,743,1363,1166,640,1256,673,195,1996,178,No
2016-01-14 15:00:00,1452783600,62,79,1533,1,0,1153,1133,786,1782,1117,811,597,994,852,226,1736,1599,179,No
2016-01-14 16:00:00,1452787200,64,84,1017,2,1,1695,489,504,604,1306,494,1691,1271,1013,1401,160,323,180,No
2016-01-14 17:00:00,1452790800,65,81,1467,1,2,384,964,265,1634,1094,646,210,377,606,1172,1823,720,181,No
2016-01-14 18:00:00,1452794400,61,79,916,3,0,1535,497,990,997,657,1898,895,1211,881,332,1307,1267,182,No
2016-01-14 19:00:00,1452798000,65,84,639,3,1,1152,1787,1332,1945,436,628,1213,678,1474,679,1888,772,183,No
2016-01-14 20:00:00,1452801600,61,76,1719,1,1,246,402,298,795,1509,230,709,1787,1785,1198,850,1074,184,No
2016-01-14 21:00:00,1452805200,61,81,1100,2,2,1816,1508,1506,1118,1642,1223,932,1567,1481,482,659,840,185,No
2016-01-14 22:00:00,1452808800,67,83,373,3,2,1993,502,714,889,1651,451,457,769,869,1865,843,670,186,No
2016-01-14 23:00:00,1452812400,62,82,1096,3,0,854,1101,743,193,761,331,1606,1089,1246,824,1290,554,187,No
2016-01-15 00:00:00,1452816000,63,85,1644,0,2,406,893,687,775,1153,837,889,603,1637,1692,1151,904,188,No
2016-01-15 01:00:00,1452819600,68,77,738,2,0,1976,1585,1997,548,470,753,1375,1254,1445,338,1550,1317,189,No
2016-01-15 02:00:00,1452823200,61,77,891,1,0,1516,1638,224,1263,463,1378,455,1656,178,900,289,1873,190,No
2016-01-15 03:00:00,1452826800,66,80,182,3,0,1939,792,1143,228,1806,810,719,169,1612,1470,163,482,191,No
2016-01-15 04:00:00,1452830400,68,80,1324,2,1,960,628,1881,283,833,1729,804,277,1078,1981,1808,801,192,No
2016-01-15 05:00:00,1452834000,64,78,458,2,2,1948,1047,1573,860,493,1646,946,546,1382,374,747,488,193,No
2016-01-15 06:00:00,1452837600,60,81,327,1,0,387,312,659,1912,1636,1962,1290,1819,1470,1265,1886,441,194,No
2016-01-15 07:00:00,1452841200,64,85,791,1,0,322,1535,357,592,1841,1072,390,426,674,1522,1241,1353,195,No
2016-01-15 08:00:00,1452844800,61,81,396,0,0,1097,176,1236,966,684,556,1852,816,1341,802,195,1057,196,No
2016-01-15 09:00:00,1452848400,60,78,1694,1,2,1887,1167,1558,1604,1360,668,167,1944,1979,985,744,1404,197,No
2016-01-15 10:00:00,1452852000,62,75,1120,3,1,936,1661,855,434,492,1710,1167,1303,344,1013,600,414,198,No
2016-01-15 11:00:00,1452855600,62,75,951,0,1,941,913,402,1588,506,1724,1583,608,1225,979,1565,417,199,No
2016-01-15 12:00:00,1452859200,64,83,1650,1,2,1794,1487,346,1567,309,347,1245,810,563,2007,1952,1882,200,No
2016-01-15 13:00:00,1452862800,68,76,567,0,1,1203,861,196,1852,1925,1765,493,1602,1777,421,530,794,201,No
2016-01-15 14:00:00,1452866400,62,75,533,0,0,1149,1272,977,1940,1973,353,1885,373,1712,1945,1004,636,202,No
2016-01-15 15:00:00,1452870000,60,77,1788,3,1,636,1310,968,722,953,1558,1130,1749,1472,1686,1770,605,203,No
2016-01-15 16:00:00,1452873600,63,75,1000,2,1,1267,520,355,916,1715,1943,968,275,1468,880,1646,1231,204,No
2016-01-15 17:00:00,1452877200,60,76,1031,0,1,970,1627,887,938,651,1963,1421,1042,1356,346,269,329,205,No
2016-01-15 18:00:00,1452880800,60,82,1495,1,1,286,884,510,1378,366,273,1802,1774,1619,1667,996,744,206,No
2016-01-15 19:00:00,1452884400,61,79,1218,0,1,1904,458,1730,1585,1937,1595,1974,1264,1921,692,413,1325,207,No
2016-01-15 20:00:00,1452888000,60,81,1684,0,0,1067,1888,1248,832,1093,1476,1959,1600,424,1450,1645,1205,208,No
2016-01-15 21:00:00,1452891600,65,81,648,0,1,1252,1500,1600,1655,1033,192,373,1069,808,885,1660,1717,209,No
2016-01-15 22:00:00,1452895200,62,75,826,1,2,1047,1458,1088,227,433,1050,1479,940,843,1131,839,1809,210,No
2016-01-15 23:00:00,1452898800,60,84,1013,0,2,1876,297,1509,1946,1390,852,1887,534,176,927,769,2010,211,No
2016-01-16 00:00:00,1452902400,68,82,1205,2,0,1897,395,1616,970,197,358,1409,609,908,155,287,581,212,No
2016-01-16 01:00:00,1452906000,67,82,188,3,0,1313,1174,491,632,301,884,1529,1782,330,406,1076,394,213,No
2016-01-16 02:00:00,1452909600,60,85,263,3,1,363,308,475,1989,214,855,1208,205,523,752,643,1852,214,No
2016-01-16 03:00:00,1452913200,62,77,1273,2,1,750,1973,595,603,505,953,703,1492,1910,1016,1087,1770,215,No
2016-01-16 04:00:00,1452916800,62,81,1212,1,0,1869,1863,1319,178,271,223,1508,335,560,1572,1818,1316,216,No
2016-01-16 05:00:00,1452920400,66,82,1328,0,2,974,709,854,1812,1505,855,740,167,1180,1699,1877,1010,217,No
2016-01-16 06:00:00,1452924000,60,80,1175,2,1,1246,1911,1867,1720,305,670,1203,223,1123,439,398,1036,218,No
2016-01-16 07:00:00,1452927600,64,76,1863,3,1,517,1887,836,1667,498,841,1166,1726,698,442,1958,480,219,No
2016-01-16 08:00:00,1452931200,62,75,209,1,0,392,560,1585,1166,1538,1629,753,512,681,1486,1342,547,220,No
2016-01-16 09:00:00,1452934800,60,85,1752,1,1,704,198,1939,842,825,981,1936,1777,460,1285,1387,744,221,No
2016-01-16 10:00:00,1452938400,65,84,681,0,2,403,820,944,485,545,414,1360,633,910,163,1936,1098,222,No
2016-01-16 11:00:00,1452942000,64,78,1887,0,2,1805,187,934,1145,1172,1031,1229,565,1605,1860,1725,1667,223,No
2016-01-16 12:00:00,1452945600,65,80,1464,1,0,1383,1527,1085,315,578,871,1914,621,1030,1470,1283,740,224,No
2016-01-16 13:00:00,1452949200,67,76,858,1,0,177,893,1992,316,517,1296,1026,1088,1513,666,1953,1071,225,No
2016-01-16 14:00:00,1452952800,61,84,2010,1,1,797,408,637,1708,1350,416,1153,1128,637,422,848,1911,226,No
2016-01-16 15:00:00,1452956400,68,77,1347,3,0,489,404,517,157,1935,1959,857,548,1758,242,750,804,227,No
2016-01-16 16:00:00,1452960000,68,84,601,2,0,1964,432,337,213,1632,1347,1425,555,822,2000,850,830,228,No
2016-01-16 17:00:00,1452963600,64,85,505,2,2,1574,811,891,1307,866,1085,927,1716,535,914,1811,1420,229,No
2016-01-16 18:00:00,1452967200,65,81,932,0,2,1960,218,1888,1900,1658,532,950,634,1905,1841,1541,196,230,No
2016-01-16 19:00:00,1452970800,62,81,1599,1,0,1806,985,499,1526,1167,869,374,159,1552,1786,1666,1976,231,No
2016-01-16 20:00:00,1452974400,66,80,1149,3,1,968,1738,1226,1681,661,1358,173,1617,1285,184,1439,1852,232,No
2016-01-16 21:00:00,1452978000,61,81,1769,3,0,895,1654,614,1618,1084,213,1383,1306,1410,369,1824,1792,233,No
2016-01-16 22:00:00,1452981600,66,81,1746,2,0,1702,1334,795,1015,1957,1039,1713,1045,1203,213,1698,1799,234,No
2016-01-16 23:00:00,1452985200,61,78,1858,3,0,1545,1918,1801,1443,1059,1441,588,1515,1941,258,989,705,235,No
2016-01-17 00:00:00,1452988800,65,84,1043,1,1,958,930,1068,947,369,1381,955,1884,1191,440,788,609,236,No
2016-01-17 01:00:00,1452992400,66,83,528,0,0,635,1347,605,1572,729,1096,860,405,1964,1937,1794,1688,237,No
2016-01-17 02:00:00,1452996000,67,76,1538,3,2,1174,1555,1673,1183,1813,1484,1147,1047,281,1489,1558,1725,238,No
2016-01-17 03:00:00,1452999600,63,85,845,0,1,1213,452,1972,1550,1307,241,1491,839,586,1999,1936,1992,239,No
2016-01-17 04:00:00,1453003200,64,85,1020,3,1,761,1237,500,571,2006,1681,1175,1044,435,1728,846,693,240,No
2016-01-17 05:00:00,1453006800,68,75,1182,3,0,229,801,230,909,1089,1120,1770,1595,1799,1586,1168,1208,241,No
2016-01-17 06:00:00,1453010400,65,77,1852,1,0,1936,1127,349,662,269,532,174,1112,336,993,1083,1767,242,No
2016-01-17 07:00:00,1453014000,63,78,675,2,2,1575,899,1055,365,1675,1365,237,388,1654,1010,1383,977,243,No
2016-01-17 08:00:00,1453017600,68,80,486,3,1,1277,1834,473,412,317,230,696,1532,1033,1101,1034,1311,244,No
2016-01-17 09:00:00,1453021200,67,85,1500,0,1,1149,1253,995,1810,868,987,688,1991,1554,1894,832,1240,245,No
2016-01-17 10:00:00,1453024800,61,78,719,2,1,514,1726,1837,1746,1559,272,1774,445,792,1560,472,617,246,No
2016-01-17 11:00:00,1453028400,66,75,398,1,2,470,1629,925,567,547,1512,881,589,1282,1571,1834,1008,247,No
2016-01-17 12:00:00,1453032000,68,78,1320,3,2,682,1889,1331,1377,310,589,1720,559,289,1172,1543,1124,248,No
2016-01-17 13:00:00,1453035600,65,80,528,2,0,312,1973,563,1590,1510,1079,1919,852,1126,1585,1738,1824,249,No
2016-01-17 14:00:00,1453039200,67,84,287,1,2,1978,1649,426,1218,709,1839,1873,1436,1042,211,689,795,250,No
2016-01-17 15:00:00,1453042800,68,83,724,3,2,1871,834,430,571,1842,1126,224,546,909,1670,1133,1416,251,No
2016-01-17 16:00:00,1453046400,68,76,163,0,2,928,1768,236,171,386,1602,1267,1705,337,816,776,266,252,No
2016-01-17 17:00:00,1453050000,61,80,522,1,1,596,803,1930,434,1048,1175,540,1034,658,1988,1582,1295,253,No
2016-01-17 18:00:00,1453053600,66,84,1648,2,0,1390,707,1216,1074,1752,256,875,416,982,748,737,1514,254,No
2016-01-17 19:00:00,1453057200,61,81,600,0,0,245,239,480,748,438,269,342,266,937,1638,173,1871,255,No
2016-01-17 20:00:00,1453060800,65,85,547,3,2,1984,1227,1698,1970,1071,844,1805,1702,1698,900,1923,1696,256,No
2016-01-17 21:00:00,1453064400,67,82,1349,2,2,354,1479,835,854,1955,1065,1684,363,413,1748,590,1849,257,No
2016-01-17 22:00:00,1453068000,66,77,1278,1,1,1893,1245,919,880,1241,1367,798,1151,867,298,662,199,258,No
2016-01-17 23:00:00,1453071600,64,77,2007,3,1,316,1391,1123,1724,732,938,344,1046,272,217,1842,694,259,No
2016-01-18 00:00:00,1453075200,66,82,1778,3,2,1863,1162,1413,1577,1362,1583,455,1906,1362,285,1621,421,260,No
2016-01-18 01:00:00,1453078800,68,78,1492,0,2,544,504,1086,1978,322,573,1683,1918,1347,1359,1904,483,261,No
2016-01-18 02:00:00,1453082400,62,78,983,2,2,992,879,1014,1704,1793,721,1743,674,1928,1365,1080,845,262,No
2016-01-18 03:00:00,1453086000,65,82,1386,3,2,1393,903,1535,1850,1843,530,377,1311,1528,971,1039,1982,263,No
2016-01-18 04:00:00,1453089600,62,81,1209,0,0,1772,546,1010,1884,784,220,1813,347,1790,1836,368,604,264,No
2016-01-18 05:00:00,1453093200,64,75,1228,0,1,484,1820,1303,1177,1349,1669,1545,1175,1605,1731,846,1535,265,No
2016-01-18 06:00:00,1453096800,62,82,1003,2,2,1749,473,1624,1353,970,1214,1379,1851,1030,979,1014,444,266,No
2016-01-18 07:00:00,1453100400,67,83,1481,0,0,1436,842,1723,370,1123,1537,867,866,1211,1946,794,1738,267,No
